1,1,2,1,0
2,1,2,2,0
3,1,2,3,0
4,1,2,4,0
5,1,2,5,0
6,1,2,6,0
7,1,2,7,0
8,1,2,8,0
9,1,2,9,0
10,1,2,10,0
11,1,2,11,0
12,1,2,12,0
13,1,2,13,0
14,1,2,14,0
15,1,2,15,0
16,1,2,16,0
17,1,2,17,0
18,1,2,18,0
19,1,2,19,0
20,1,2,20,0
21,1,2,21,0
22,1,2,22,0
23,1,2,23,0
24,1,2,24,0
25,1,2,25,0
26,1,2,26,0
27,1,2,27,0
28,1,2,28,0
29,1,2,29,0
30,1,2,30,0
31,1,2,31,0
32,1,2,32,0
33,1,2,34,0
34,1,2,35,0
35,1,2,36,0
36,1,2,37,0
37,1,2,38,0
38,1,2,39,0
39,1,2,40,0
40,1,2,41,0
41,1,2,42,0
42,1,2,43,0
43,1,2,89,0
44,1,2,44,0
45,1,2,45,0
46,1,2,46,0
47,1,2,47,0
48,1,2,48,0
49,1,2,49,0
50,1,2,50,0
51,1,2,51,0
52,1,2,52,0
53,1,2,53,0
54,1,2,54,0
55,1,2,55,0
56,1,2,56,0
57,1,2,57,0
58,1,2,58,0
59,1,2,59,0
60,1,2,60,0
61,1,2,61,0
62,1,2,62,0
63,1,2,64,0
64,1,2,65,0
65,1,2,66,0
66,1,2,67,0
67,1,2,68,0
68,1,2,69,0
69,1,2,70,0
70,1,2,71,0
71,1,2,72,0
72,1,2,73,0
73,1,2,74,0
74,1,2,75,0
75,1,2,76,0
76,1,2,77,0
77,1,2,78,0
78,1,2,79,0
79,1,2,80,0
80,1,2,81,0
81,1,2,82,0
82,1,2,83,0
83,1,2,84,0
84,1,2,85,0
85,1,2,86,0
86,1,2,87,0
87,1,2,88,0
88,1,2,90,0
89,1,2,91,0
90,1,2,92,0
91,1,2,93,0
92,1,2,94,0
93,1,2,95,0
94,1,2,96,0
95,1,2,97,0
96,1,2,98,0
97,1,2,99,0
98,1,2,100,0
99,1,2,101,0
100,1,2,102,0
101,1,2,103,0
102,1,2,104,0
103,1,2,105,0
104,1,2,106,0
105,1,2,107,0
106,1,2,108,0
107,1,2,109,0
108,1,2,110,0
109,1,2,111,0
110,1,2,112,0
111,1,2,114,0
112,1,2,115,0
113,1,2,116,0
114,1,2,117,0
115,1,2,118,0
116,1,2,119,0
117,1,2,120,0
118,1,2,121,0
119,1,2,122,0
120,1,2,123,0
121,1,2,124,0
122,1,2,125,0
123,1,2,126,0
124,1,2,127,0
125,1,2,128,0
126,1,2,129,0
127,1,2,130,0
128,1,2,131,0
129,1,2,132,0
130,1,2,133,0
131,1,2,134,0
132,1,2,135,0
133,1,2,136,0
134,1,2,137,0
135,1,2,138,0
136,1,2,139,0
137,1,2,140,0
138,1,2,141,0
139,1,2,142,0
140,1,2,143,0
141,1,2,144,0
142,1,2,145,0
143,1,2,146,0
144,1,2,147,0
145,1,2,148,0
146,1,2,149,0
147,1,2,150,0
148,1,2,151,0
149,1,2,152,0
150,1,2,153,0
151,1,2,154,0
152,1,2,155,0
153,1,2,156,0
154,1,2,157,0
155,1,2,158,0
156,1,2,159,0
157,1,2,160,0
158,1,2,161,0
159,1,2,162,0
160,1,2,163,0
161,1,2,164,0
162,1,2,165,0
163,1,2,166,0
164,1,2,167,0
165,1,2,168,0
166,1,2,169,0
167,1,2,170,0
168,1,2,171,0
169,1,2,172,0
170,1,2,173,0
171,1,2,174,0
172,1,2,175,0
173,1,2,176,0
174,1,2,177,0
175,1,2,178,0
176,1,2,179,0
177,1,2,180,0
178,1,2,181,0
179,1,2,182,0
180,1,2,183,0
181,1,2,184,0
182,1,2,185,0
183,1,2,186,0
184,1,2,187,0
185,1,2,188,0
186,1,2,189,0
187,1,2,190,0
188,1,2,191,0
189,1,2,192,0
190,1,2,193,0
191,1,2,194,0
192,1,2,195,0
193,1,2,196,0
194,1,2,197,0
195,1,2,198,0
196,1,2,199,0
197,1,2,200,0
198,1,2,201,0
199,1,2,202,0
200,1,2,203,0
201,1,2,204,0
202,1,2,205,0
203,1,2,206,0
204,1,2,207,0
205,1,2,208,0
206,1,2,209,0
207,1,2,210,0
208,1,2,211,0
209,1,2,212,0
210,1,2,213,0
211,1,2,214,0
212,1,2,215,0
213,1,2,216,0
214,1,2,217,0
215,1,2,218,0
216,1,2,219,0
217,1,2,220,0
218,1,2,221,0
219,1,2,222,0
220,1,2,223,0
221,1,2,224,0
222,1,2,225,0
223,1,2,226,0
224,1,2,227,0
225,1,2,228,0
226,1,2,229,0
227,1,2,230,0
228,1,2,231,0
229,1,2,232,0
230,1,2,233,0
231,1,2,234,0
232,1,2,235,0
233,1,2,236,0
234,1,2,237,0
235,1,2,238,0
236,1,2,239,0
237,1,2,240,0
238,1,2,241,0
239,1,2,242,0
240,1,2,243,0
241,1,2,244,0
242,1,2,245,0
243,1,2,246,0
244,1,2,247,0
245,1,2,248,0
246,1,2,249,0
247,1,2,250,0
248,1,2,251,0
249,1,2,252,0
250,1,2,253,0
251,1,2,254,0
252,1,2,255,0
253,1,2,256,0
254,1,2,257,0
255,1,2,258,0
256,1,2,259,0
257,1,2,260,0
258,1,2,261,0
259,1,2,262,0
260,1,2,263,0
261,1,2,264,0
262,1,2,265,0
263,1,2,266,0
264,1,2,267,0
265,1,2,268,0
266,1,2,269,0
267,1,2,270,0
268,1,2,271,0
269,1,2,272,0
270,1,2,273,0
271,1,2,274,0
272,1,2,275,0
273,1,2,276,0
274,1,2,277,0
275,1,2,113,0
276,1,2,63,0
277,1,2,33,0
